1.2 diagnostic	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
1.2 diagnostic différentiel	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
degré de dysfonctionnement du patient	1	-9.223372036854776E14	1	Il est recommandé de qualifier la sévérité d un épisode dépressif caractérisé selon les critères diagnostiques du CIM-10 et du DSM-5 qui proposent trois niveaux : léger, modéré ou sévère, selon le nombre et l intensité des symptômes et le degré de dysfonctionnement du patient dans les activités sociales, professionnelles résultant de l épisode dépressif6 BDI-II et HDRS sont des tests d évaluation d une dépression inscrits à la classification commune des actes médicaux (CCAM).	
degré de risque	1	-9.223372036854776E14	1	En cas de risque suicidaire, le clinicien doit s assurer de mettre en place l aide adéquate correspondant au degré de risque suicidaire.	
degré de risque suicidaire	1	-9.223372036854776E14	1	En cas de risque suicidaire, le clinicien doit s assurer de mettre en place l aide adéquate correspondant au degré de risque suicidaire.	
degré de sévérité	1	-9.223372036854776E14	1	Les symptômes d un épisode dépressif caractérisé doivent :   être présents durant une période minimum de 2 semaines, et chacun d entre eux à un degré de sévérité certain, presque tous les jours ;   avoir représenté un changement par rapport au fonctionnement antérieur (professionnel, social, familial) ;   induire une détresse significative.	
demande	0	-9.223372036854776E14	1	La demande initiale de recommandations émanait des Caisses nationales d assurance maladie.	
demande initiale	1	-9.223372036854776E14	1	La demande initiale de recommandations émanait des Caisses nationales d assurance maladie.	
demande initiale de recommandations	1	-9.223372036854776E14	1	La demande initiale de recommandations émanait des Caisses nationales d assurance maladie.	
depression	1	-9.223372036854776E14	1	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	
depression inventory	1	-9.223372036854776E14	1	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	
depression rating	1	-9.223372036854776E14	1	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	
depression rating scale	1	-9.223372036854776E14	1	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	
depression scale	1	-9.223372036854776E14	1	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	
dernier	0	-9.223372036854776E14	2	Ce dernier ainsi que la synthèse de la recommandation sont téléchargeables sur www.has-sante.fr.	Les IMAO ne sont recommandés qu'en dernier recours, après échec des autres alternatives thérapeutiques, en prescription spécialisée du fait des leurs nombreux effets indésirables et interactions médicamenteuses.	
dernier recours	0	-9.223372036854776E14	1	Les IMAO ne sont recommandés qu'en dernier recours, après échec des autres alternatives thérapeutiques, en prescription spécialisée du fait des leurs nombreux effets indésirables et interactions médicamenteuses.	
dernière page	1	-9.223372036854776E14	1	Les objectifs de cette recommandation, la population et les professionnels concernés par sa mise en uvre sont brièvement présentés en dernière page (fiche descriptive) et détaillés dans l argumentaire scientifique.	
des recommandations	1	-9.223372036854776E14	2	TEXTE DES RECOMMANDATIONS.	Grade des recommandations.	
deuil	1	-9.223372036854776E14	2	L état de deuil est une réaction d adaptation à une perte significative qui ne doit pas être considéré comme un état pathologique.	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
deuil récent	1	-9.223372036854776E14	1	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
deuxième intention	1	-9.223372036854776E14	1	Les antidépresseurs imipraminiques (tricycliques) sont recommandés en deuxième intention en raison de leur risque de toxicité cardiovasculaire.	
deuxième semaine	1	-9.223372036854776E14	1	Il est recommandé de surveiller étroitement le patient par des consultations régulières, plus particulièrement en début de traitement antidépresseur (notamment au bout de la première semaine, puis de la deuxième semaine de traitement), pour rechercher un comportement suicidaire, une agitation ou un autre facteur majorant le risque suicidaire (conflit interpersonnel, alcool, etc.), mais également les effets indésirables somatiques (cfannexe 6.2).	
